src,tar,src_type,tar_type,is_net,arc_delay
_708_/B,_708_/Y,pin,pin,0,8.163264335336873e-12
_709_/A,_709_/Y,pin,pin,0,6.027619375847948e-12
_710_/A,_710_/Y,pin,pin,0,7.166835701288843e-12
_711_/A,_711_/Y,pin,pin,0,8.022599078116865e-12
_712_/A,_712_/SN,pin,pin,0,5.411749173789282e-11
_712_/A,_712_/CON,pin,pin,0,4.4018209216512005e-11
_712_/B,_712_/SN,pin,pin,0,5.26779869725047e-11
_712_/B,_712_/CON,pin,pin,0,4.417200979989211e-11
_712_/CI,_712_/SN,pin,pin,0,4.876258424824087e-11
_712_/CI,_712_/CON,pin,pin,0,3.794779421251171e-11
_713_/A,_713_/CON,pin,pin,0,1.2850534872321795e-11
_713_/A,_713_/SN,pin,pin,0,5.326770274871606e-11
_713_/B,_713_/CON,pin,pin,0,1.5637850389604857e-11
_713_/B,_713_/SN,pin,pin,0,5.689175172629568e-11
_714_/A,_714_/CON,pin,pin,0,1.2991464674871889e-11
_714_/A,_714_/SN,pin,pin,0,4.1528006727853395e-11
_714_/B,_714_/CON,pin,pin,0,1.6257290652577083e-11
_714_/B,_714_/SN,pin,pin,0,4.574653850175636e-11
_715_/A,_715_/CON,pin,pin,0,1.4151670287010365e-11
_715_/A,_715_/SN,pin,pin,0,1.6303845426501873e-11
_715_/B,_715_/CON,pin,pin,0,1.6747998821120547e-11
_715_/B,_715_/SN,pin,pin,0,1.9004790796639526e-11
_716_/A,_716_/CON,pin,pin,0,2.967250750662842e-11
_716_/A,_716_/SN,pin,pin,0,2.6574130049250577e-11
_716_/B,_716_/CON,pin,pin,0,3.2895828422363493e-11
_716_/B,_716_/SN,pin,pin,0,2.9685302826987225e-11
_717_/A,_717_/CON,pin,pin,0,1.3547162523719347e-11
_717_/A,_717_/SN,pin,pin,0,1.5358650115593342e-11
_717_/B,_717_/CON,pin,pin,0,1.611524802491715e-11
_717_/B,_717_/SN,pin,pin,0,1.8135456678058937e-11
_718_/A,_718_/CON,pin,pin,0,1.9310709281628036e-11
_718_/A,_718_/SN,pin,pin,0,2.466368255460427e-11
_718_/B,_718_/CON,pin,pin,0,2.3241197161238958e-11
_718_/B,_718_/SN,pin,pin,0,2.8808375823752286e-11
_719_/A,_719_/CON,pin,pin,0,1.4620395172304512e-11
_719_/A,_719_/SN,pin,pin,0,1.6378107203784964e-11
_719_/B,_719_/CON,pin,pin,0,1.7289183973367983e-11
_719_/B,_719_/SN,pin,pin,0,1.9098198716926973e-11
_720_/A,_720_/CON,pin,pin,0,2.3335736121232742e-11
_720_/A,_720_/SN,pin,pin,0,4.067670159035863e-11
_720_/B,_720_/CON,pin,pin,0,2.6056611729385892e-11
_720_/B,_720_/SN,pin,pin,0,4.380895993194578e-11
_721_/A,_721_/CON,pin,pin,0,1.4015730416538918e-11
_721_/A,_721_/SN,pin,pin,0,1.6380783882108396e-11
_721_/B,_721_/CON,pin,pin,0,1.538924716826262e-11
_721_/B,_721_/SN,pin,pin,0,1.804536381433408e-11
_722_/A,_722_/CON,pin,pin,0,2.3875845744925073e-11
_722_/A,_722_/SN,pin,pin,0,3.501725645560505e-11
_722_/B,_722_/CON,pin,pin,0,2.86534979770936e-11
_722_/B,_722_/SN,pin,pin,0,3.99951391449882e-11
_723_/A,_723_/CON,pin,pin,0,1.3442764262849849e-11
_723_/A,_723_/SN,pin,pin,0,1.5831252975218035e-11
_723_/B,_723_/CON,pin,pin,0,1.0547889818524059e-11
_723_/B,_723_/SN,pin,pin,0,1.3810730337127097e-11
_724_/A,_724_/CON,pin,pin,0,2.591101638804716e-11
_724_/A,_724_/SN,pin,pin,0,3.810856491481829e-11
_724_/B,_724_/CON,pin,pin,0,1.945272935788278e-11
_724_/B,_724_/SN,pin,pin,0,3.2393462912061466e-11
_725_/A,_725_/CON,pin,pin,0,1.1870043142847564e-11
_725_/A,_725_/SN,pin,pin,0,1.393246022024508e-11
_725_/B,_725_/CON,pin,pin,0,1.095469548406669e-11
_725_/B,_725_/SN,pin,pin,0,1.378979569421901e-11
_726_/A,_726_/CON,pin,pin,0,1.7179339548145656e-11
_726_/A,_726_/SN,pin,pin,0,4.19110753047125e-11
_726_/B,_726_/CON,pin,pin,0,1.9825616842661375e-11
_726_/B,_726_/SN,pin,pin,0,4.528338121145836e-11
_727_/A,_727_/CON,pin,pin,0,1.3969492229648495e-11
_727_/A,_727_/SN,pin,pin,0,1.640340641095861e-11
_727_/B,_727_/CON,pin,pin,0,1.5290234356424293e-11
_727_/B,_727_/SN,pin,pin,0,1.8028105050471588e-11
_728_/A,_728_/CON,pin,pin,0,2.4265627701636205e-11
_728_/A,_728_/SN,pin,pin,0,4.2169073788400624e-11
_728_/B,_728_/CON,pin,pin,0,2.7652458448046424e-11
_728_/B,_728_/SN,pin,pin,0,4.5926869945978055e-11
_729_/A,_729_/CON,pin,pin,0,1.7851055703066443e-11
_729_/A,_729_/SN,pin,pin,0,1.6454939841259453e-11
_729_/B,_729_/CON,pin,pin,0,1.924000195274722e-11
_729_/B,_729_/SN,pin,pin,0,1.8036048349268086e-11
_730_/A,_730_/CON,pin,pin,0,2.3041625898945206e-11
_730_/A,_730_/SN,pin,pin,0,4.248847801369138e-11
_730_/B,_730_/CON,pin,pin,0,2.6047421164410167e-11
_730_/B,_730_/SN,pin,pin,0,4.591247868002135e-11
_731_/A,_731_/CON,pin,pin,0,1.602939135592063e-11
_731_/A,_731_/SN,pin,pin,0,1.6434057240055644e-11
_731_/B,_731_/CON,pin,pin,0,1.7257190468300543e-11
_731_/B,_731_/SN,pin,pin,0,1.7913222988275024e-11
_732_/A,_732_/CON,pin,pin,0,1.751683520456737e-11
_732_/A,_732_/SN,pin,pin,0,3.319923849720574e-11
_732_/B,_732_/CON,pin,pin,0,2.0354076063489046e-11
_732_/B,_732_/SN,pin,pin,0,3.6564796329630056e-11
_733_/A,_733_/CON,pin,pin,0,1.7326820533902776e-11
_733_/A,_733_/SN,pin,pin,0,1.6410851844117502e-11
_733_/B,_733_/CON,pin,pin,0,1.877012260897981e-11
_733_/B,_733_/SN,pin,pin,0,1.805042226799003e-11
_734_/A,_734_/CON,pin,pin,0,1.932804090387652e-11
_734_/A,_734_/SN,pin,pin,0,3.98151477065678e-11
_734_/B,_734_/CON,pin,pin,0,2.307759712494306e-11
_734_/B,_734_/SN,pin,pin,0,4.407493467417645e-11
_735_/A,_735_/CON,pin,pin,0,1.5514025827889633e-11
_735_/A,_735_/SN,pin,pin,0,1.4306905486705102e-11
_735_/B,_735_/CON,pin,pin,0,2.00045379566971e-11
_735_/B,_735_/SN,pin,pin,0,1.8631266668345248e-11
_736_/A,_736_/CON,pin,pin,0,2.3825805911537046e-11
_736_/A,_736_/SN,pin,pin,0,2.6208764325463818e-11
_736_/B,_736_/CON,pin,pin,0,2.835960112579361e-11
_736_/B,_736_/SN,pin,pin,0,3.0588639260420436e-11
_737_/A,_737_/CON,pin,pin,0,1.3232831497234088e-11
_737_/A,_737_/SN,pin,pin,0,1.5463736194321065e-11
_737_/B,_737_/CON,pin,pin,0,1.5575773310017027e-11
_737_/B,_737_/SN,pin,pin,0,1.8048928671077213e-11
_738_/A,_738_/CON,pin,pin,0,2.409685298521147e-11
_738_/A,_738_/SN,pin,pin,0,2.5321952867862763e-11
_738_/B,_738_/CON,pin,pin,0,2.8823776698772008e-11
_738_/B,_738_/SN,pin,pin,0,2.979973559580351e-11
_739_/A,_739_/CON,pin,pin,0,1.3003400439748347e-11
_739_/A,_739_/SN,pin,pin,0,1.5516955775840557e-11
_739_/B,_739_/CON,pin,pin,0,1.5211543830107033e-11
_739_/B,_739_/SN,pin,pin,0,1.8016301991941042e-11
_740_/A,_740_/CON,pin,pin,0,2.0817802343087166e-11
_740_/A,_740_/SN,pin,pin,0,5.583790374519282e-11
_740_/B,_740_/CON,pin,pin,0,1.558190382278113e-11
_740_/B,_740_/SN,pin,pin,0,5.0335641904597495e-11
_741_/A,_741_/CON,pin,pin,0,1.3696166596688375e-11
_741_/A,_741_/SN,pin,pin,0,1.5924267113276436e-11
_741_/B,_741_/CON,pin,pin,0,1.6744184164196874e-11
_741_/B,_741_/SN,pin,pin,0,1.9065060294365388e-11
_742_/A,_742_/CON,pin,pin,0,1.9027959763384672e-11
_742_/A,_742_/SN,pin,pin,0,5.284522472392972e-11
_742_/B,_742_/CON,pin,pin,0,1.3407512079732786e-11
_742_/B,_742_/SN,pin,pin,0,4.7316893458937415e-11
_743_/A,_743_/CON,pin,pin,0,2.382329056249688e-11
_743_/A,_743_/SN,pin,pin,0,1.556959769444255e-11
_743_/B,_743_/CON,pin,pin,0,2.611239523220288e-11
_743_/B,_743_/SN,pin,pin,0,1.7921913952889668e-11
clkbuf_0_clk/A,clkbuf_0_clk/Y,pin,pin,0,1.6133828648068338e-11
clkbuf_2_0__f_clk/A,clkbuf_2_0__f_clk/Y,pin,pin,0,2.277330928002197e-11
clkbuf_2_1__f_clk/A,clkbuf_2_1__f_clk/Y,pin,pin,0,2.304406838959938e-11
clkbuf_2_2__f_clk/A,clkbuf_2_2__f_clk/Y,pin,pin,0,2.3486840944331178e-11
clkbuf_2_3__f_clk/A,clkbuf_2_3__f_clk/Y,pin,pin,0,2.3106209653955823e-11
clkload0/A,clkload0/Y,pin,pin,0,5.5267461614161295e-12
clone101/A1,clone101/Y,pin,pin,0,4.895340730004527e-11
clone101/A2,clone101/Y,pin,pin,0,5.100896788290399e-11
clone101/B,clone101/Y,pin,pin,0,5.3384296982983415e-11
clone101/C,clone101/Y,pin,pin,0,5.665565586121524e-11
clone53/A,clone53/Y,pin,pin,0,3.9638490406668225e-11
clone53/B,clone53/Y,pin,pin,0,4.707861531172419e-11
input1/A,input1/Y,pin,pin,0,1.1413313870389796e-11
input10/A,input10/Y,pin,pin,0,1.0656472232417613e-11
input11/A,input11/Y,pin,pin,0,1.0628852832594848e-11
input12/A,input12/Y,pin,pin,0,1.1293789688171518e-11
input13/A,input13/Y,pin,pin,0,1.0633643271473758e-11
input14/A,input14/Y,pin,pin,0,1.1135729491296154e-11
input15/A,input15/Y,pin,pin,0,1.0937547742506659e-11
input16/A,input16/Y,pin,pin,0,1.0989209542344724e-11
input17/A,input17/Y,pin,pin,0,1.0866487397398483e-11
input18/A,input18/Y,pin,pin,0,1.0679653342227091e-11
input19/A,input19/Y,pin,pin,0,1.0825385726720427e-11
input2/A,input2/Y,pin,pin,0,1.1377125803957444e-11
input20/A,input20/Y,pin,pin,0,1.081127635332857e-11
input21/A,input21/Y,pin,pin,0,1.080341111708849e-11
input22/A,input22/Y,pin,pin,0,1.0719464378639021e-11
input23/A,input23/Y,pin,pin,0,1.1278527591029874e-11
input24/A,input24/Y,pin,pin,0,1.084834479192498e-11
input25/A,input25/Y,pin,pin,0,1.1338855201992182e-11
input26/A,input26/Y,pin,pin,0,1.1259369304961186e-11
input27/A,input27/Y,pin,pin,0,1.1306220716600368e-11
input28/A,input28/Y,pin,pin,0,1.1500270354070086e-11
input29/A,input29/Y,pin,pin,0,1.1358689162854763e-11
input3/A,input3/Y,pin,pin,0,1.1447258072005972e-11
input30/A,input30/Y,pin,pin,0,1.1491794495166463e-11
input31/A,input31/Y,pin,pin,0,1.1364299258576072e-11
input32/A,input32/Y,pin,pin,0,1.1276600313248064e-11
input33/A,input33/Y,pin,pin,0,1.2600105854521093e-11
input34/A,input34/Y,pin,pin,0,1.3505946361291876e-11
input35/A,input35/Y,pin,pin,0,1.2500896151568242e-11
input4/A,input4/Y,pin,pin,0,1.1387678126861811e-11
input5/A,input5/Y,pin,pin,0,1.1281036868537875e-11
input6/A,input6/Y,pin,pin,0,1.1312097959736978e-11
input7/A,input7/Y,pin,pin,0,1.1287810096349826e-11
input8/A,input8/Y,pin,pin,0,1.0801246182190472e-11
input9/A,input9/Y,pin,pin,0,1.0772171349371362e-11
output36/A,output36/Y,pin,pin,0,2.2426656018370572e-11
output37/A,output37/Y,pin,pin,0,2.310667282512391e-11
output38/A,output38/Y,pin,pin,0,1.5687690729793147e-11
output39/A,output39/Y,pin,pin,0,1.5064548566923186e-11
output40/A,output40/Y,pin,pin,0,1.4184798301231094e-11
output41/A,output41/Y,pin,pin,0,1.0822075874328263e-11
output42/A,output42/Y,pin,pin,0,1.1929539821264878e-11
output43/A,output43/Y,pin,pin,0,1.1257558253652267e-11
output44/A,output44/Y,pin,pin,0,1.5945269410400087e-11
output45/A,output45/Y,pin,pin,0,1.7057872475634284e-11
output46/A,output46/Y,pin,pin,0,1.4467794150208046e-11
output47/A,output47/Y,pin,pin,0,1.413995309729188e-11
output48/A,output48/Y,pin,pin,0,1.497258393656775e-11
output49/A,output49/Y,pin,pin,0,1.480778347162648e-11
output50/A,output50/Y,pin,pin,0,1.4549961062371164e-11
output51/A,output51/Y,pin,pin,0,1.480348829629996e-11
output52/A,output52/Y,pin,pin,0,1.1872996509565414e-11
output53/A,output53/Y,pin,pin,0,1.5638355194136366e-11
rebuffer1/A,rebuffer1/Y,pin,pin,0,2.684629428484353e-11
rebuffer10/A,rebuffer10/Y,pin,pin,0,2.143537604359924e-11
rebuffer100/A,rebuffer100/Y,pin,pin,0,2.257244391401514e-11
rebuffer101/A,rebuffer101/Y,pin,pin,0,2.1412529735420627e-11
rebuffer102/A,rebuffer102/Y,pin,pin,0,1.6711477687780807e-11
rebuffer103/A,rebuffer103/Y,pin,pin,0,2.1591022372757784e-11
rebuffer104/A,rebuffer104/Y,pin,pin,0,1.785834327638902e-11
rebuffer105/A,rebuffer105/Y,pin,pin,0,1.911019606448683e-11
rebuffer106/A,rebuffer106/Y,pin,pin,0,1.8342626029177467e-11
rebuffer107/A,rebuffer107/Y,pin,pin,0,1.739778286713456e-11
rebuffer108/A,rebuffer108/Y,pin,pin,0,2.2710694436156587e-11
rebuffer109/A,rebuffer109/Y,pin,pin,0,1.6560211535399105e-11
rebuffer11/A,rebuffer11/Y,pin,pin,0,1.4537569065220524e-11
rebuffer110/A,rebuffer110/Y,pin,pin,0,1.714161798616054e-11
rebuffer111/A,rebuffer111/Y,pin,pin,0,1.898755458418222e-11
rebuffer113/A,rebuffer113/Y,pin,pin,0,1.867662101362466e-11
rebuffer114/A,rebuffer114/Y,pin,pin,0,2.0347423398958675e-11
rebuffer12/A,rebuffer12/Y,pin,pin,0,1.4507017982723358e-11
rebuffer13/A,rebuffer13/Y,pin,pin,0,2.1225346133468825e-11
rebuffer14/A,rebuffer14/Y,pin,pin,0,1.3834589723815682e-11
rebuffer15/A,rebuffer15/Y,pin,pin,0,1.4318264456025798e-11
rebuffer16/A,rebuffer16/Y,pin,pin,0,1.3688264063893563e-11
rebuffer17/A,rebuffer17/Y,pin,pin,0,2.20882184071014e-11
rebuffer18/A,rebuffer18/Y,pin,pin,0,2.0769976016854486e-11
rebuffer19/A,rebuffer19/Y,pin,pin,0,1.4559218414200714e-11
rebuffer2/A,rebuffer2/Y,pin,pin,0,1.5980402764959045e-11
rebuffer20/A,rebuffer20/Y,pin,pin,0,1.34157069134333e-11
rebuffer21/A,rebuffer21/Y,pin,pin,0,1.5012333390296284e-11
rebuffer22/A,rebuffer22/Y,pin,pin,0,1.100057284847411e-11
rebuffer23/A,rebuffer23/Y,pin,pin,0,2.2276586825187294e-11
rebuffer24/A,rebuffer24/Y,pin,pin,0,2.27079206133185e-11
rebuffer25/A,rebuffer25/Y,pin,pin,0,1.3206984984803771e-11
rebuffer26/A,rebuffer26/Y,pin,pin,0,2.5636321190902756e-11
rebuffer27/A,rebuffer27/Y,pin,pin,0,1.5174630649261722e-11
rebuffer28/A,rebuffer28/Y,pin,pin,0,1.4150079545582894e-11
rebuffer29/A,rebuffer29/Y,pin,pin,0,2.336388894852437e-11
rebuffer3/A,rebuffer3/Y,pin,pin,0,1.710570053659044e-11
rebuffer30/A,rebuffer30/Y,pin,pin,0,1.3044182053945086e-11
rebuffer31/A,rebuffer31/Y,pin,pin,0,1.2619472307406898e-11
rebuffer32/A,rebuffer32/Y,pin,pin,0,1.3664751621900173e-11
rebuffer33/A,rebuffer33/Y,pin,pin,0,2.3604196722204485e-11
rebuffer34/A,rebuffer34/Y,pin,pin,0,1.5156225233181608e-11
rebuffer35/A,rebuffer35/Y,pin,pin,0,1.583198849797185e-11
rebuffer36/A,rebuffer36/Y,pin,pin,0,1.3748409528890893e-11
rebuffer37/A,rebuffer37/Y,pin,pin,0,1.7809493463305515e-11
rebuffer38/A,rebuffer38/Y,pin,pin,0,1.4738391063140455e-11
rebuffer39/A,rebuffer39/Y,pin,pin,0,1.4522829987206887e-11
rebuffer4/A,rebuffer4/Y,pin,pin,0,1.678701969098917e-11
rebuffer40/A,rebuffer40/Y,pin,pin,0,1.4217959275197867e-11
rebuffer41/A,rebuffer41/Y,pin,pin,0,1.814091758756131e-11
rebuffer42/A,rebuffer42/Y,pin,pin,0,1.343938328679517e-11
rebuffer43/A,rebuffer43/Y,pin,pin,0,1.4899527792100464e-11
rebuffer44/A,rebuffer44/Y,pin,pin,0,1.4493998883036152e-11
rebuffer45/A,rebuffer45/Y,pin,pin,0,1.4294353027632933e-11
rebuffer46/A,rebuffer46/Y,pin,pin,0,1.3005796960230409e-11
rebuffer47/A,rebuffer47/Y,pin,pin,0,1.745234859407141e-11
rebuffer48/A,rebuffer48/Y,pin,pin,0,1.4618433200053182e-11
rebuffer49/A,rebuffer49/Y,pin,pin,0,1.553370106155416e-11
rebuffer5/A,rebuffer5/Y,pin,pin,0,2.2983405109644472e-11
rebuffer50/A,rebuffer50/Y,pin,pin,0,1.3463479463238226e-11
rebuffer51/A,rebuffer51/Y,pin,pin,0,1.3850677549331891e-11
rebuffer52/A,rebuffer52/Y,pin,pin,0,1.510833819162727e-11
rebuffer53/A,rebuffer53/Y,pin,pin,0,2.2100083915677082e-11
rebuffer54/A,rebuffer54/Y,pin,pin,0,2.0123269370286856e-11
rebuffer55/A,rebuffer55/Y,pin,pin,0,2.0155734720139762e-11
rebuffer56/A,rebuffer56/Y,pin,pin,0,1.462948165387168e-11
rebuffer57/A,rebuffer57/Y,pin,pin,0,1.4290628576330011e-11
rebuffer58/A,rebuffer58/Y,pin,pin,0,1.3356086202287454e-11
rebuffer59/A,rebuffer59/Y,pin,pin,0,2.5022466737523175e-11
rebuffer6/A,rebuffer6/Y,pin,pin,0,1.5254790486363135e-11
rebuffer60/A,rebuffer60/Y,pin,pin,0,2.4137932971846077e-11
rebuffer61/A,rebuffer61/Y,pin,pin,0,2.3778826130360642e-11
rebuffer62/A,rebuffer62/Y,pin,pin,0,1.465448075388398e-11
rebuffer63/A,rebuffer63/Y,pin,pin,0,1.787996833924055e-11
rebuffer64/A,rebuffer64/Y,pin,pin,0,1.9995265859718003e-11
rebuffer65/A,rebuffer65/Y,pin,pin,0,2.2217738065988257e-11
rebuffer66/A,rebuffer66/Y,pin,pin,0,1.1285357197354795e-11
rebuffer67/A,rebuffer67/Y,pin,pin,0,1.1570656759107845e-11
rebuffer68/A,rebuffer68/Y,pin,pin,0,1.1599172143605951e-11
rebuffer69/A,rebuffer69/Y,pin,pin,0,1.1466325285092172e-11
rebuffer7/A,rebuffer7/Y,pin,pin,0,1.4515706345252788e-11
rebuffer70/A,rebuffer70/Y,pin,pin,0,1.1507834615787083e-11
rebuffer71/A,rebuffer71/Y,pin,pin,0,1.1734423328857435e-11
rebuffer72/A,rebuffer72/Y,pin,pin,0,1.170936091143826e-11
rebuffer73/A,rebuffer73/Y,pin,pin,0,1.1658673158831956e-11
rebuffer74/A,rebuffer74/Y,pin,pin,0,1.1471537261775744e-11
rebuffer75/A,rebuffer75/Y,pin,pin,0,1.140311890052148e-11
rebuffer76/A,rebuffer76/Y,pin,pin,0,1.143657044067048e-11
rebuffer77/A,rebuffer77/Y,pin,pin,0,1.1458140859732513e-11
rebuffer78/A,rebuffer78/Y,pin,pin,0,1.1487873152749017e-11
rebuffer79/A,rebuffer79/Y,pin,pin,0,1.148643593434917e-11
rebuffer8/A,rebuffer8/Y,pin,pin,0,1.4346673155030132e-11
rebuffer80/A,rebuffer80/Y,pin,pin,0,1.1376156960896111e-11
rebuffer81/A,rebuffer81/Y,pin,pin,0,1.1264760825524522e-11
rebuffer82/A,rebuffer82/Y,pin,pin,0,1.1258943430347834e-11
rebuffer83/A,rebuffer83/Y,pin,pin,0,1.1338274936989468e-11
rebuffer84/A,rebuffer84/Y,pin,pin,0,1.144684954462738e-11
rebuffer85/A,rebuffer85/Y,pin,pin,0,1.1342159850213918e-11
rebuffer86/A,rebuffer86/Y,pin,pin,0,1.1476526326492653e-11
rebuffer87/A,rebuffer87/Y,pin,pin,0,1.1472814018254063e-11
rebuffer88/A,rebuffer88/Y,pin,pin,0,1.1423692720946566e-11
rebuffer89/A,rebuffer89/Y,pin,pin,0,1.142429466999273e-11
rebuffer9/A,rebuffer9/Y,pin,pin,0,1.4430210498739271e-11
rebuffer90/A,rebuffer90/Y,pin,pin,0,1.1717228749763553e-11
rebuffer91/A,rebuffer91/Y,pin,pin,0,1.152556609179678e-11
rebuffer92/A,rebuffer92/Y,pin,pin,0,1.1585153843196583e-11
rebuffer93/A,rebuffer93/Y,pin,pin,0,1.7277347955091393e-11
rebuffer94/A,rebuffer94/Y,pin,pin,0,1.3869469808747148e-11
rebuffer95/A,rebuffer95/Y,pin,pin,0,1.3768567883043481e-11
rebuffer96/A,rebuffer96/Y,pin,pin,0,1.3144336313830607e-11
rebuffer97/A,rebuffer97/Y,pin,pin,0,2.4002183920956988e-11
rebuffer98/A,rebuffer98/Y,pin,pin,0,1.528152604457489e-11
rebuffer99/A,rebuffer99/Y,pin,pin,0,1.3305551105347035e-11
_449_/Y,ctrl.state.out\[0\]$_DFF_P_/D,pin,pin,1,6.653108375635416e-14
_456_/Y,ctrl.state.out\[1\]$_DFF_P_/D,pin,pin,1,6.033845298403229e-14
_445_/Y,ctrl.state.out\[2\]$_DFF_P_/D,pin,pin,1,5.0265205138368824e-14
_713_/CON,_423_/B,pin,pin,1,5.63392817912612e-14
_715_/CON,_422_/B,pin,pin,1,9.146459631348414e-14
_714_/SN,rebuffer100/A,pin,pin,1,4.9633901318384827e-14
_714_/SN,rebuffer97/A,pin,pin,1,8.44727052521331e-14
_714_/SN,_574_/A1,pin,pin,1,1.1701387471821367e-13
_717_/CON,_421_/B,pin,pin,1,1.1016942837605709e-13
_716_/SN,rebuffer93/A,pin,pin,1,5.813068532393648e-14
_718_/SN,rebuffer37/A,pin,pin,1,5.6744753074980045e-14
_721_/CON,_428_/B,pin,pin,1,5.1561223145908316e-14
_720_/SN,rebuffer26/A,pin,pin,1,1.3695812604679058e-13
_720_/SN,rebuffer24/A,pin,pin,1,1.3253370026878458e-13
_720_/SN,rebuffer23/A,pin,pin,1,1.0531427617997691e-13
_722_/SN,rebuffer13/A,pin,pin,1,1.8534976884473225e-13
_722_/SN,rebuffer10/A,pin,pin,1,1.762614170288182e-13
_725_/CON,_427_/B,pin,pin,1,4.221018608425997e-14
_727_/CON,_427_/A1,pin,pin,1,5.927682932178879e-14
_726_/SN,rebuffer33/A,pin,pin,1,1.2548402800790365e-13
_726_/SN,_634_/A,pin,pin,1,1.0794395433923187e-13
_726_/SN,_515_/A1,pin,pin,1,1.5295823960724542e-13
_729_/CON,_432_/B,pin,pin,1,1.414602891205638e-13
_728_/SN,rebuffer5/A,pin,pin,1,1.341822296720488e-13
_728_/SN,rebuffer1/A,pin,pin,1,7.922780948009869e-14
_728_/SN,_634_/B,pin,pin,1,1.5904217233551204e-13
_730_/SN,rebuffer61/A,pin,pin,1,4.868781633827861e-14
_730_/SN,rebuffer60/A,pin,pin,1,8.990255236226638e-14
_730_/SN,rebuffer59/A,pin,pin,1,9.088879009220424e-14
_733_/CON,_431_/B,pin,pin,1,1.0453404363907487e-13
_735_/CON,_431_/A1,pin,pin,1,1.142599063324104e-13
_734_/SN,rebuffer53/A,pin,pin,1,1.210229697489948e-13
_734_/SN,rebuffer65/A,pin,pin,1,9.439022100824618e-14
_734_/SN,rebuffer29/A,pin,pin,1,1.5283488450507088e-13
_737_/CON,_418_/B,pin,pin,1,6.490331004842947e-14
_739_/CON,_418_/A1,pin,pin,1,5.61652910594998e-14
_738_/SN,rebuffer47/A,pin,pin,1,5.122688568909989e-14
_741_/CON,_416_/B,pin,pin,1,8.539830219931113e-14
ctrl.state.out\[0\]$_DFF_P_/QN,_382_/A,pin,pin,1,3.936702960144478e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_446_/A,pin,pin,1,1.7479666802530658e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_450_/A,pin,pin,1,2.64012423034643e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_472_/A,pin,pin,1,3.1922476814716383e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_476_/A,pin,pin,1,3.058512427697724e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_592_/A,pin,pin,1,3.230081349961389e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_618_/A,pin,pin,1,2.7257974523353656e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_622_/A,pin,pin,1,2.4415794906695876e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_626_/A,pin,pin,1,2.009724201293417e-12
ctrl.state.out\[0\]$_DFF_P_/QN,_631_/A,pin,pin,1,1.7149463273080645e-12
_712_/SN,_593_/A,pin,pin,1,2.0056048835592755e-13
_712_/SN,_591_/A,pin,pin,1,1.701573316926705e-13
_740_/CON,_507_/A2,pin,pin,1,1.238620751103925e-13
_712_/CON,_600_/B,pin,pin,1,1.0741968499059472e-14
_712_/CON,_526_/A2,pin,pin,1,1.3962550733659373e-13
_712_/CON,_485_/A2,pin,pin,1,1.3802286679027997e-13
_736_/SN,rebuffer41/A,pin,pin,1,6.497246859450689e-14
_738_/CON,_526_/B,pin,pin,1,2.2022681801011496e-13
_738_/CON,_507_/B,pin,pin,1,1.6898078260014354e-13
_738_/CON,_485_/B,pin,pin,1,2.4506869515487917e-13
_736_/CON,rebuffer108/A,pin,pin,1,3.1922248590159075e-13
_736_/CON,_614_/B,pin,pin,1,2.0463501498781816e-13
_736_/CON,_610_/B,pin,pin,1,2.297502737103746e-13
_736_/CON,_510_/B,pin,pin,1,3.4777104698617556e-13
_734_/CON,rebuffer101/A,pin,pin,1,3.103259294499894e-13
_734_/CON,_615_/B,pin,pin,1,2.1481267827895556e-13
_734_/CON,_511_/A1,pin,pin,1,2.5642489976003546e-13
_732_/CON,_511_/B,pin,pin,1,1.2987115723117615e-13
_732_/CON,_487_/A,pin,pin,1,1.073755749028335e-13
_730_/CON,_530_/A2,pin,pin,1,3.2641719730809593e-13
_730_/CON,_513_/C,pin,pin,1,1.5923486216661703e-13
_730_/CON,_491_/A2,pin,pin,1,3.2565863525811645e-13
_728_/CON,_530_/B,pin,pin,1,3.382201474184249e-13
_728_/CON,_515_/A2,pin,pin,1,2.8170472681984804e-13
_728_/CON,_491_/B,pin,pin,1,3.852621075894208e-13
_726_/CON,rebuffer114/A,pin,pin,1,3.4498025638408925e-14
_726_/CON,_515_/B,pin,pin,1,6.936844761801231e-14
_724_/CON,rebuffer103/A,pin,pin,1,1.6691820993973427e-13
_724_/CON,_529_/B,pin,pin,1,3.2789225436376246e-13
_724_/CON,_517_/A2,pin,pin,1,3.374940030134027e-13
_722_/CON,_559_/C,pin,pin,1,4.824637868036663e-13
_722_/CON,_531_/A2,pin,pin,1,3.6776701475838003e-13
_722_/CON,_517_/B,pin,pin,1,5.734801739390449e-13
_720_/CON,_545_/A2,pin,pin,1,2.4524373959562695e-13
_720_/CON,_541_/A2,pin,pin,1,2.6737111331366636e-13
_720_/CON,_531_/B,pin,pin,1,1.3412319486375696e-13
_718_/CON,_545_/B,pin,pin,1,1.3306302132191916e-13
