src,tar,src_type,tar_type,is_net,arc_delay
_561_/A,_561_/Y,pin,pin,0,1.9657133559780604e-11
_561_/B,_561_/Y,pin,pin,0,2.307841244497677e-11
_561_/C,_561_/Y,pin,pin,0,2.2086818485256288e-11
_562_/A,_562_/Y,pin,pin,0,1.348312694132714e-11
_563_/A,_563_/Y,pin,pin,0,2.2905503882508782e-11
_563_/B,_563_/Y,pin,pin,0,2.7388627824032064e-11
_563_/C,_563_/Y,pin,pin,0,2.206338757526627e-11
_564_/A1,_564_/Y,pin,pin,0,2.4140836898944862e-11
_564_/A2,_564_/Y,pin,pin,0,2.4627138869859344e-11
_564_/B,_564_/Y,pin,pin,0,2.5824127558582433e-11
_564_/C,_564_/Y,pin,pin,0,2.8662273943158567e-11
_565_/A,_565_/Y,pin,pin,0,2.6242759701422536e-11
_565_/B,_565_/Y,pin,pin,0,3.20859311342403e-11
_565_/C,_565_/Y,pin,pin,0,2.715460148405846e-11
_565_/D,_565_/Y,pin,pin,0,2.6281156070839806e-11
_566_/A,_566_/Y,pin,pin,0,1.9057137812250602e-11
_566_/B,_566_/Y,pin,pin,0,2.186407825621739e-11
_566_/C,_566_/Y,pin,pin,0,2.1724479853935108e-11
_567_/A,_567_/Y,pin,pin,0,1.237980377932768e-11
_567_/B,_567_/Y,pin,pin,0,1.4057798328193094e-11
_568_/A,_568_/Y,pin,pin,0,2.283722690121781e-11
_568_/B,_568_/Y,pin,pin,0,1.9930338629459143e-11
_568_/C,_568_/Y,pin,pin,0,2.55321545156173e-11
_569_/A,_569_/Y,pin,pin,0,2.7697292376283045e-11
_569_/B,_569_/Y,pin,pin,0,2.994701014946699e-11
_569_/C,_569_/Y,pin,pin,0,3.3028597218320854e-11
_569_/D,_569_/Y,pin,pin,0,3.2207698313913014e-11
_570_/A1,_570_/Y,pin,pin,0,2.3665945939055355e-11
_570_/A2,_570_/Y,pin,pin,0,2.183943130507071e-11
_570_/B,_570_/Y,pin,pin,0,1.8930131767680436e-11
_570_/C,_570_/Y,pin,pin,0,1.7698937801458037e-11
_571_/A1,_571_/Y,pin,pin,0,2.8092047785199803e-11
_571_/A2,_571_/Y,pin,pin,0,3.5222064848072776e-11
_571_/B,_571_/Y,pin,pin,0,2.8207977620375857e-11
_571_/C,_571_/Y,pin,pin,0,2.6697777669171252e-11
_572_/A1,_572_/Y,pin,pin,0,2.2809578878457692e-11
_572_/A2,_572_/Y,pin,pin,0,2.8298833762430142e-11
_572_/B1,_572_/Y,pin,pin,0,2.0615269907819922e-11
_572_/B2,_572_/Y,pin,pin,0,2.0113494203499727e-11
_572_/C,_572_/Y,pin,pin,0,2.1702643154819512e-11
_573_/A,_573_/Y,pin,pin,0,2.5300306988329524e-11
_574_/A1,_574_/Y,pin,pin,0,2.7129850449503223e-11
_574_/A2,_574_/Y,pin,pin,0,3.055758077130655e-11
_574_/B,_574_/Y,pin,pin,0,2.1587254553367963e-11
_575_/A,_575_/Y,pin,pin,0,2.2150725698111273e-11
_575_/B,_575_/Y,pin,pin,0,2.047101897717507e-11
_576_/A,_576_/Y,pin,pin,0,1.3370382058452979e-11
_576_/B,_576_/Y,pin,pin,0,1.4635700637533056e-11
_576_/C,_576_/Y,pin,pin,0,1.3275002624935084e-11
_577_/A,_577_/Y,pin,pin,0,1.9347407356762325e-11
_577_/B,_577_/Y,pin,pin,0,1.8255216782669947e-11
_578_/A1,_578_/Y,pin,pin,0,2.2793374826468593e-11
_578_/A2,_578_/Y,pin,pin,0,2.0509960049763798e-11
_578_/B,_578_/Y,pin,pin,0,2.0178005100124352e-11
_579_/A1,_579_/Y,pin,pin,0,1.7066365681772666e-11
_579_/A2,_579_/Y,pin,pin,0,1.667304141972359e-11
_579_/B,_579_/Y,pin,pin,0,1.93557565808522e-11
_580_/A,_580_/Y,pin,pin,0,2.9234809018063856e-11
_580_/B,_580_/Y,pin,pin,0,3.181392302376018e-11
_580_/C,_580_/Y,pin,pin,0,3.061443459850821e-11
_580_/D,_580_/Y,pin,pin,0,3.107315446615466e-11
_581_/A,_581_/Y,pin,pin,0,1.1572146886573709e-11
_581_/B,_581_/Y,pin,pin,0,1.0203650424589483e-11
_582_/A1,_582_/Y,pin,pin,0,2.2454633638591126e-11
_582_/A2,_582_/Y,pin,pin,0,2.2970948060363483e-11
_582_/B1,_582_/Y,pin,pin,0,1.9835775383336696e-11
_582_/B2,_582_/Y,pin,pin,0,2.3109247154762258e-11
_582_/C,_582_/Y,pin,pin,0,2.5215470336736878e-11
_583_/A1,_583_/Y,pin,pin,0,2.5141312642862346e-11
_583_/A2,_583_/Y,pin,pin,0,1.6495922683379405e-11
_583_/B,_583_/Y,pin,pin,0,1.530487021839111e-11
_584_/A1,_584_/Y,pin,pin,0,2.5993575347715847e-11
_584_/A2,_584_/Y,pin,pin,0,2.572572016523722e-11
_584_/B,_584_/Y,pin,pin,0,2.7513304134973993e-11
_584_/C,_584_/Y,pin,pin,0,3.0442516563145006e-11
_585_/A1,_585_/Y,pin,pin,0,1.2732119178404666e-11
_585_/A2,_585_/Y,pin,pin,0,7.79200575590222e-12
_585_/B,_585_/Y,pin,pin,0,1.284366363263345e-11
_586_/A1,_586_/Y,pin,pin,0,1.843829949832454e-11
_586_/A2,_586_/Y,pin,pin,0,1.891853514124353e-11
_586_/B,_586_/Y,pin,pin,0,1.6936757551988535e-11
_587_/A1,_587_/Y,pin,pin,0,2.6134965719348813e-11
_587_/A2,_587_/Y,pin,pin,0,3.431696246614102e-11
_587_/A3,_587_/Y,pin,pin,0,2.8823660472299117e-11
_587_/B1,_587_/Y,pin,pin,0,2.1683500481262108e-11
_588_/A1,_588_/Y,pin,pin,0,1.377100863897418e-11
_588_/A2,_588_/Y,pin,pin,0,9.182560094245229e-12
_588_/B,_588_/Y,pin,pin,0,7.756351116938731e-12
_590_/A,_590_/Y,pin,pin,0,3.0384996602128567e-11
_590_/B,_590_/Y,pin,pin,0,3.536479789567615e-11
_590_/C,_590_/Y,pin,pin,0,3.198818987470986e-11
_591_/A,_591_/Y,pin,pin,0,1.6762249574475696e-11
_592_/A,_592_/Y,pin,pin,0,3.463364317557449e-11
_592_/B,_592_/Y,pin,pin,0,2.4058496514434147e-11
_592_/C,_592_/Y,pin,pin,0,2.4163256465148386e-11
_593_/A,_593_/Y,pin,pin,0,3.5630592226665314e-11
_593_/B,_593_/Y,pin,pin,0,3.212758531434545e-11
_593_/C,_593_/Y,pin,pin,0,3.297069908758665e-11
_593_/D,_593_/Y,pin,pin,0,3.378115495666911e-11
_594_/A,_594_/Y,pin,pin,0,7.88630966086501e-12
_595_/A1,_595_/Y,pin,pin,0,2.8833224002822178e-11
_595_/A2,_595_/Y,pin,pin,0,1.5176759154966746e-11
_595_/B,_595_/Y,pin,pin,0,2.2204578453699497e-11
_596_/A1,_596_/Y,pin,pin,0,2.5168211265080842e-11
_596_/A2,_596_/Y,pin,pin,0,1.7661956966397163e-11
_596_/B,_596_/Y,pin,pin,0,1.3075942238705007e-11
_596_/C,_596_/Y,pin,pin,0,1.3480518784581008e-11
_597_/A1,_597_/Y,pin,pin,0,1.3886416322383965e-11
_597_/A2,_597_/Y,pin,pin,0,1.4309864924955118e-11
_597_/B1,_597_/Y,pin,pin,0,1.1053416862361054e-11
_597_/B2,_597_/Y,pin,pin,0,1.3123066869291655e-11
_598_/A,_598_/Y,pin,pin,0,1.2864402251788754e-11
_598_/B,_598_/Y,pin,pin,0,2.3577100341509727e-11
_598_/C,_598_/Y,pin,pin,0,2.2505707367170835e-11
_599_/A1,_599_/Y,pin,pin,0,2.544209808108544e-11
_599_/A2,_599_/Y,pin,pin,0,1.3441126683888527e-11
_599_/B,_599_/Y,pin,pin,0,1.9992858063533347e-11
_600_/A,_600_/Y,pin,pin,0,2.1160035529321775e-11
_600_/B,_600_/Y,pin,pin,0,3.215540680945317e-11
_601_/A1,_601_/Y,pin,pin,0,2.8178704161718748e-11
_601_/A2,_601_/Y,pin,pin,0,3.5356093053273696e-11
_601_/B,_601_/Y,pin,pin,0,2.8272214430691278e-11
_601_/C,_601_/Y,pin,pin,0,3.18421053413509e-11
_602_/A1,_602_/Y,pin,pin,0,3.6180183848877334e-11
_602_/A2,_602_/Y,pin,pin,0,2.947454086354995e-11
_602_/A3,_602_/Y,pin,pin,0,3.151783348198656e-11
_602_/B1,_602_/Y,pin,pin,0,2.7158617368905347e-11
_602_/B2,_602_/Y,pin,pin,0,2.4671740345150184e-11
_602_/B3,_602_/Y,pin,pin,0,2.444131008694228e-11
_603_/A,_603_/Y,pin,pin,0,1.2466546892020425e-11
_603_/B,_603_/Y,pin,pin,0,2.326303559507803e-11
_603_/C,_603_/Y,pin,pin,0,2.2315892189705977e-11
_604_/A1,_604_/Y,pin,pin,0,2.516108849048848e-11
_604_/A2,_604_/Y,pin,pin,0,1.3344878153909168e-11
_604_/B,_604_/Y,pin,pin,0,1.974714489150209e-11
_605_/A,_605_/Y,pin,pin,0,2.1456527526941827e-11
_605_/B,_605_/Y,pin,pin,0,2.32793211790705e-11
_606_/A1,_606_/Y,pin,pin,0,2.826690097268436e-11
_606_/A2,_606_/Y,pin,pin,0,3.545875051913505e-11
_606_/B,_606_/Y,pin,pin,0,2.8363146900578506e-11
_606_/C,_606_/Y,pin,pin,0,2.8909151114642206e-11
_607_/A1,_607_/Y,pin,pin,0,3.5773640993941314e-11
_607_/A2,_607_/Y,pin,pin,0,2.931356199442625e-11
_607_/A3,_607_/Y,pin,pin,0,3.134593279385811e-11
_607_/B1,_607_/Y,pin,pin,0,2.692778292012754e-11
_607_/B2,_607_/Y,pin,pin,0,2.4461604616887733e-11
_607_/B3,_607_/Y,pin,pin,0,2.42918549858695e-11
_608_/A,_608_/Y,pin,pin,0,9.133031136920877e-12
_608_/B,_608_/Y,pin,pin,0,2.3356910155980515e-11
_608_/C,_608_/Y,pin,pin,0,2.2461199566947698e-11
_609_/A1,_609_/Y,pin,pin,0,2.5017201851773585e-11
_609_/A2,_609_/Y,pin,pin,0,1.3549589401862239e-11
_609_/B,_609_/Y,pin,pin,0,1.9806756929030556e-11
_610_/A1,_610_/Y,pin,pin,0,1.792479359385979e-11
_610_/A2,_610_/Y,pin,pin,0,1.856367837227424e-11
_610_/B,_610_/Y,pin,pin,0,2.2168501409569608e-11
_611_/A,_611_/Y,pin,pin,0,2.1195207047797204e-11
_611_/B,_611_/Y,pin,pin,0,2.1052801862930792e-11
_612_/A1,_612_/Y,pin,pin,0,2.8296021775675584e-11
_612_/A2,_612_/Y,pin,pin,0,3.548821306265104e-11
_612_/B,_612_/Y,pin,pin,0,2.8391997086707477e-11
_612_/C,_612_/Y,pin,pin,0,2.833157840276268e-11
_613_/A1,_613_/Y,pin,pin,0,3.5374682350042264e-11
_613_/A2,_613_/Y,pin,pin,0,2.847463584365606e-11
_613_/A3,_613_/Y,pin,pin,0,3.13684633823641e-11
_613_/B1,_613_/Y,pin,pin,0,2.6984451131917275e-11
_613_/B2,_613_/Y,pin,pin,0,2.4564298511942084e-11
_613_/B3,_613_/Y,pin,pin,0,2.433824149161712e-11
_614_/A1,_614_/Y,pin,pin,0,1.6475956016170912e-11
_614_/A2,_614_/Y,pin,pin,0,1.8550374777936973e-11
_614_/B,_614_/Y,pin,pin,0,2.0663975738854923e-11
_615_/A1,_615_/Y,pin,pin,0,1.7705607813223168e-11
_615_/A2,_615_/Y,pin,pin,0,1.7612767147512365e-11
_615_/B,_615_/Y,pin,pin,0,2.1021261120690582e-11
_616_/B,_616_/Y,pin,pin,0,1.9818844482211162e-11
_616_/A,_616_/Y,pin,pin,0,2.1780017026018506e-11
_618_/A,_618_/Y,pin,pin,0,3.4005104287970767e-11
_618_/B,_618_/Y,pin,pin,0,2.2498967966466665e-11
_618_/C,_618_/Y,pin,pin,0,2.5872535017179565e-11
_619_/A1,_619_/Y,pin,pin,0,2.2990937278977164e-11
_619_/A2,_619_/Y,pin,pin,0,1.3304756601995038e-11
_619_/B,_619_/Y,pin,pin,0,1.5549532147995926e-11
_620_/A1,_620_/Y,pin,pin,0,2.3057252288016805e-11
_620_/A2,_620_/Y,pin,pin,0,2.854996794532383e-11
_620_/B1,_620_/Y,pin,pin,0,2.2393092588557373e-11
_620_/B2,_620_/Y,pin,pin,0,2.214550591517206e-11
_620_/C,_620_/Y,pin,pin,0,2.135949750403654e-11
_621_/B,_621_/Y,pin,pin,0,2.2063509005909587e-11
_621_/A,_621_/Y,pin,pin,0,1.991508867538183e-11
_622_/A,_622_/Y,pin,pin,0,3.326015504678814e-11
_622_/B,_622_/Y,pin,pin,0,2.1898571497813712e-11
_622_/C,_622_/Y,pin,pin,0,2.5149044305394774e-11
_623_/A1,_623_/Y,pin,pin,0,2.257017142626161e-11
_623_/A2,_623_/Y,pin,pin,0,1.3586251047803533e-11
_623_/B,_623_/Y,pin,pin,0,1.5725424434842594e-11
_624_/A1,_624_/Y,pin,pin,0,2.307862755068779e-11
_624_/A2,_624_/Y,pin,pin,0,2.858928718763032e-11
_624_/B1,_624_/Y,pin,pin,0,2.2385787668000035e-11
_624_/B2,_624_/Y,pin,pin,0,2.2265633781159977e-11
_624_/C,_624_/Y,pin,pin,0,2.1463298152668564e-11
_625_/A,_625_/Y,pin,pin,0,2.3070762314447713e-11
_625_/B,_625_/Y,pin,pin,0,2.1364474425689117e-11
_626_/A,_626_/Y,pin,pin,0,3.327256178908833e-11
_626_/B,_626_/Y,pin,pin,0,2.175773623769306e-11
_626_/C,_626_/Y,pin,pin,0,2.517145519798092e-11
_627_/A1,_627_/Y,pin,pin,0,2.279229409374306e-11
_627_/A2,_627_/Y,pin,pin,0,1.3616364979984752e-11
_627_/B,_627_/Y,pin,pin,0,1.5735491035173688e-11
_628_/A1,_628_/Y,pin,pin,0,2.312059918518905e-11
_628_/A2,_628_/Y,pin,pin,0,2.870296708645803e-11
_628_/B1,_628_/Y,pin,pin,0,2.24029978596052e-11
_628_/B2,_628_/Y,pin,pin,0,2.1903584848659285e-11
_628_/C,_628_/Y,pin,pin,0,2.1505403360877473e-11
_629_/A1,_629_/Y,pin,pin,0,2.003608737255469e-11
_629_/A2,_629_/Y,pin,pin,0,2.0291766530955435e-11
_629_/B,_629_/Y,pin,pin,0,2.1374978176336157e-11
_630_/B,_630_/Y,pin,pin,0,2.0788438678809307e-11
_630_/A,_630_/Y,pin,pin,0,1.942820904154985e-11
_631_/A,_631_/Y,pin,pin,0,3.3033076274335826e-11
_631_/B,_631_/Y,pin,pin,0,2.190947770430718e-11
_631_/C,_631_/Y,pin,pin,0,2.4944865617548828e-11
_632_/A1,_632_/Y,pin,pin,0,2.2948261346744658e-11
_632_/A2,_632_/Y,pin,pin,0,1.3378627199134296e-11
_632_/B,_632_/Y,pin,pin,0,1.549491264463132e-11
_633_/A1,_633_/Y,pin,pin,0,2.290440580254849e-11
_633_/A2,_633_/Y,pin,pin,0,2.8518444550318378e-11
_633_/B1,_633_/Y,pin,pin,0,2.2226094228972038e-11
_633_/B2,_633_/Y,pin,pin,0,2.2054229970036587e-11
_633_/C,_633_/Y,pin,pin,0,2.1267149499792914e-11
_634_/A,_634_/Y,pin,pin,0,2.6670112299176374e-11
_634_/B,_634_/Y,pin,pin,0,2.8513733041357625e-11
_635_/A1,_635_/Y,pin,pin,0,1.7932337906256812e-11
_635_/A2,_635_/Y,pin,pin,0,1.816186090408678e-11
_635_/B,_635_/Y,pin,pin,0,1.7367079996333246e-11
_636_/B,_636_/Y,pin,pin,0,2.0567401948223818e-11
_636_/A,_636_/Y,pin,pin,0,2.1087007140430103e-11
_637_/A1,_637_/Y,pin,pin,0,2.686278283148269e-11
_637_/A2,_637_/Y,pin,pin,0,1.6321914306227647e-11
_637_/B,_637_/Y,pin,pin,0,2.2541879821091904e-11
_638_/A1,_638_/Y,pin,pin,0,9.136717424307328e-12
_638_/A2,_638_/Y,pin,pin,0,1.1870516722356506e-11
_638_/B,_638_/Y,pin,pin,0,8.308326249206743e-12
_639_/A1,_639_/Y,pin,pin,0,2.705412803505336e-11
_639_/A2,_639_/Y,pin,pin,0,3.435255552242111e-11
_639_/A3,_639_/Y,pin,pin,0,2.8985362721112296e-11
_639_/B1,_639_/Y,pin,pin,0,2.2874297941899435e-11
_640_/A1,_640_/Y,pin,pin,0,1.3803298781756013e-11
_640_/A2,_640_/Y,pin,pin,0,9.957553011308296e-12
_640_/B,_640_/Y,pin,pin,0,7.780143716773491e-12
_642_/A,_642_/Y,pin,pin,0,2.3509387145348448e-11
_642_/B,_642_/Y,pin,pin,0,7.323207144860344e-12
_643_/A1,_643_/Y,pin,pin,0,2.782230175413236e-11
_643_/A2,_643_/Y,pin,pin,0,2.2681420977499478e-11
_643_/B,_643_/Y,pin,pin,0,1.8802502957382394e-11
_644_/A,_644_/Y,pin,pin,0,2.8023170589586144e-11
_644_/B,_644_/Y,pin,pin,0,3.7543218533997447e-11
_644_/C,_644_/Y,pin,pin,0,3.295515943468885e-11
_645_/A1,_645_/Y,pin,pin,0,1.801963959990882e-11
_645_/A2,_645_/Y,pin,pin,0,8.367409196075037e-12
_645_/B,_645_/Y,pin,pin,0,8.371144923080553e-12
_646_/A,_646_/Y,pin,pin,0,2.3894898212861726e-11
_646_/B,_646_/Y,pin,pin,0,7.336194152163245e-12
_647_/A1,_647_/Y,pin,pin,0,2.820221139954171e-11
_647_/A2,_647_/Y,pin,pin,0,1.668219555550632e-11
_647_/B,_647_/Y,pin,pin,0,1.889966308454838e-11
_648_/A,_648_/Y,pin,pin,0,2.437952270617494e-11
_648_/B,_648_/Y,pin,pin,0,3.768384215785403e-11
_648_/C,_648_/Y,pin,pin,0,3.3047408559694347e-11
_649_/A1,_649_/Y,pin,pin,0,1.7831026585812815e-11
_649_/A2,_649_/Y,pin,pin,0,8.30314029337531e-12
_649_/B,_649_/Y,pin,pin,0,8.344052011832748e-12
_650_/A,_650_/Y,pin,pin,0,2.412402222429222e-11
_650_/B,_650_/Y,pin,pin,0,7.437818590194656e-12
_651_/A1,_651_/Y,pin,pin,0,2.821819167220241e-11
_651_/A2,_651_/Y,pin,pin,0,2.1457429583149334e-11
_651_/B,_651_/Y,pin,pin,0,1.893177281608871e-11
_652_/A,_652_/Y,pin,pin,0,2.823451542011135e-11
_652_/B,_652_/Y,pin,pin,0,3.761550099179445e-11
_652_/C,_652_/Y,pin,pin,0,3.309680307594931e-11
_653_/A1,_653_/Y,pin,pin,0,1.7920392600401236e-11
_653_/A2,_653_/Y,pin,pin,0,8.342820358164804e-12
_653_/B,_653_/Y,pin,pin,0,8.354940871091454e-12
_656_/A,_656_/Y,pin,pin,0,2.405939163174775e-11
_656_/B,_656_/Y,pin,pin,0,7.313832699196166e-12
_657_/A1,_657_/Y,pin,pin,0,2.825065008316141e-11
_657_/A2,_657_/Y,pin,pin,0,2.153056899434347e-11
_657_/B,_657_/Y,pin,pin,0,1.883993135110007e-11
_658_/A,_658_/Y,pin,pin,0,2.926869857589054e-11
_658_/B,_658_/Y,pin,pin,0,3.747701801670722e-11
_658_/C,_658_/Y,pin,pin,0,3.3063975168889925e-11
_659_/A1,_659_/Y,pin,pin,0,1.7941158975132154e-11
_659_/A2,_659_/Y,pin,pin,0,8.319111025056891e-12
_659_/B,_659_/Y,pin,pin,0,8.311492119550401e-12
_660_/A,_660_/Y,pin,pin,0,2.0373260370409874e-11
_660_/B,_660_/Y,pin,pin,0,7.252611271962861e-12
_661_/A1,_661_/Y,pin,pin,0,2.5414561080627784e-11
_661_/A2,_661_/Y,pin,pin,0,2.2327853108072837e-11
_661_/B,_661_/Y,pin,pin,0,1.843510066823484e-11
_662_/A,_662_/Y,pin,pin,0,2.8283266353956726e-11
_662_/B,_662_/Y,pin,pin,0,3.757302455276168e-11
_662_/C,_662_/Y,pin,pin,0,3.3732554943766146e-11
_663_/A1,_663_/Y,pin,pin,0,1.8035246907022184e-11
_663_/A2,_663_/Y,pin,pin,0,8.270837140167409e-12
_663_/B,_663_/Y,pin,pin,0,8.367639914297342e-12
_664_/A,_664_/Y,pin,pin,0,2.039379082274806e-11
_664_/B,_664_/Y,pin,pin,0,7.262646647271387e-12
_665_/A1,_665_/Y,pin,pin,0,2.543757045281314e-11
_665_/A2,_665_/Y,pin,pin,0,2.1514833317692883e-11
_665_/B,_665_/Y,pin,pin,0,1.8420490827120162e-11
_667_/A,_667_/Y,pin,pin,0,2.914971736212024e-11
_667_/B,_667_/Y,pin,pin,0,3.748030705241767e-11
_667_/C,_667_/Y,pin,pin,0,3.344709578745331e-11
_668_/A1,_668_/Y,pin,pin,0,1.8049539293740757e-11
_668_/A2,_668_/Y,pin,pin,0,8.28348761111597e-12
_668_/B,_668_/Y,pin,pin,0,8.353922588411056e-12
_669_/A,_669_/Y,pin,pin,0,2.0381507245814667e-11
_669_/B,_669_/Y,pin,pin,0,7.366591711632786e-12
_670_/A1,_670_/Y,pin,pin,0,2.5346728188546663e-11
_670_/A2,_670_/Y,pin,pin,0,2.1674963907036826e-11
_670_/B,_670_/Y,pin,pin,0,1.844019208163683e-11
_671_/A,_671_/Y,pin,pin,0,2.814271732320961e-11
_671_/B,_671_/Y,pin,pin,0,3.73418344856713e-11
_671_/C,_671_/Y,pin,pin,0,3.3621504885728015e-11
_672_/A1,_672_/Y,pin,pin,0,1.8011316396671084e-11
_672_/A2,_672_/Y,pin,pin,0,8.253017193260437e-12
_672_/B,_672_/Y,pin,pin,0,8.269949829109446e-12
_673_/A,_673_/Y,pin,pin,0,2.270497158340934e-11
_673_/B,_673_/Y,pin,pin,0,7.284198418056054e-12
_674_/A1,_674_/Y,pin,pin,0,2.7090276202845764e-11
_674_/A2,_674_/Y,pin,pin,0,2.3843807137047257e-11
_674_/B,_674_/Y,pin,pin,0,1.8664196924089715e-11
_675_/A,_675_/Y,pin,pin,0,2.9403465773292226e-11
_675_/B,_675_/Y,pin,pin,0,3.680847293630052e-11
_675_/C,_675_/Y,pin,pin,0,3.3337166360780657e-11
_676_/A1,_676_/Y,pin,pin,0,1.807167089584727e-11
_676_/A2,_676_/Y,pin,pin,0,8.332117981679765e-12
_676_/B,_676_/Y,pin,pin,0,8.409736448888872e-12
_677_/A,_677_/Y,pin,pin,0,2.2486956741119002e-11
_677_/B,_677_/Y,pin,pin,0,7.358336162610613e-12
_678_/A1,_678_/Y,pin,pin,0,2.692891742928083e-11
_678_/A2,_678_/Y,pin,pin,0,2.2656491266426215e-11
_678_/B,_678_/Y,pin,pin,0,1.8664262843581803e-11
_679_/A,_679_/Y,pin,pin,0,2.8339289248613397e-11
_679_/B,_679_/Y,pin,pin,0,3.776455537174428e-11
_679_/C,_679_/Y,pin,pin,0,3.356910582841266e-11
_680_/A1,_680_/Y,pin,pin,0,1.794377840758088e-11
_680_/A2,_680_/Y,pin,pin,0,8.260700283535538e-12
_680_/B,_680_/Y,pin,pin,0,8.39432690025177e-12
_681_/A,_681_/Y,pin,pin,0,2.140848436027465e-11
_681_/B,_681_/Y,pin,pin,0,7.271630346472602e-12
_682_/A1,_682_/Y,pin,pin,0,2.6143757297925063e-11
_682_/A2,_682_/Y,pin,pin,0,2.255206958678979e-11
_682_/B,_682_/Y,pin,pin,0,1.851167830135836e-11
_683_/A,_683_/Y,pin,pin,0,2.829414827432153e-11
_683_/B,_683_/Y,pin,pin,0,3.6861902419360604e-11
_683_/C,_683_/Y,pin,pin,0,3.362806560991416e-11
_684_/A1,_684_/Y,pin,pin,0,1.7935685922565447e-11
_684_/A2,_684_/Y,pin,pin,0,8.205438932484821e-12
_684_/B,_684_/Y,pin,pin,0,8.326154002369357e-12
_685_/A,_685_/Y,pin,pin,0,2.0673423042905092e-11
_685_/B,_685_/Y,pin,pin,0,7.29955852707409e-12
_686_/A1,_686_/Y,pin,pin,0,2.5531901245989808e-11
_686_/A2,_686_/Y,pin,pin,0,1.6681636974547054e-11
_686_/B,_686_/Y,pin,pin,0,1.8386172792594913e-11
_687_/A,_687_/Y,pin,pin,0,2.410031549326952e-11
_687_/B,_687_/Y,pin,pin,0,3.76634522181174e-11
_687_/C,_687_/Y,pin,pin,0,3.361661643497271e-11
_688_/A1,_688_/Y,pin,pin,0,1.806687612015967e-11
_688_/A2,_688_/Y,pin,pin,0,8.23990355114379e-12
_688_/B,_688_/Y,pin,pin,0,8.398624677663502e-12
_689_/A,_689_/Y,pin,pin,0,2.0174343098866565e-11
_689_/B,_689_/Y,pin,pin,0,7.421537343010876e-12
_690_/A1,_690_/Y,pin,pin,0,2.4773096768404557e-11
_690_/A2,_690_/Y,pin,pin,0,2.1585346357544388e-11
_690_/B,_690_/Y,pin,pin,0,1.8341633767349208e-11
_691_/A,_691_/Y,pin,pin,0,2.836282597673545e-11
_691_/B,_691_/Y,pin,pin,0,3.687755656400782e-11
_691_/C,_691_/Y,pin,pin,0,3.373388027250179e-11
_692_/A1,_692_/Y,pin,pin,0,1.711058551789879e-11
_692_/A2,_692_/Y,pin,pin,0,8.269169203545257e-12
_692_/B,_692_/Y,pin,pin,0,8.458794428789496e-12
_693_/A,_693_/Y,pin,pin,0,1.8507131591127823e-11
_693_/B,_693_/Y,pin,pin,0,7.354734876674485e-12
_694_/A1,_694_/Y,pin,pin,0,2.405881917300068e-11
_694_/A2,_694_/Y,pin,pin,0,2.1669577590643918e-11
_694_/B,_694_/Y,pin,pin,0,1.8059888653998435e-11
_695_/A,_695_/Y,pin,pin,0,2.815662633603999e-11
_695_/B,_695_/Y,pin,pin,0,3.682019272810422e-11
_695_/C,_695_/Y,pin,pin,0,3.424059646928157e-11
_696_/A1,_696_/Y,pin,pin,0,1.715502739862984e-11
_696_/A2,_696_/Y,pin,pin,0,8.23291868706777e-12
_696_/B,_696_/Y,pin,pin,0,8.42032693570971e-12
_697_/A,_697_/Y,pin,pin,0,1.8996585554598155e-11
_697_/B,_697_/Y,pin,pin,0,7.5197235591129e-12
_698_/A1,_698_/Y,pin,pin,0,2.410062600877172e-11
_698_/A2,_698_/Y,pin,pin,0,2.170158323877569e-11
_698_/B,_698_/Y,pin,pin,0,1.811671125617753e-11
_699_/A,_699_/Y,pin,pin,0,2.836396048588874e-11
_699_/B,_699_/Y,pin,pin,0,3.692794334209104e-11
_699_/C,_699_/Y,pin,pin,0,3.431891923422192e-11
_700_/A1,_700_/Y,pin,pin,0,1.734154313204339e-11
_700_/A2,_700_/Y,pin,pin,0,8.31307939153092e-12
_700_/B,_700_/Y,pin,pin,0,8.538503237787154e-12
_701_/A,_701_/Y,pin,pin,0,1.9141192103555582e-11
_701_/B,_701_/Y,pin,pin,0,7.45383095523966e-12
_702_/A1,_702_/Y,pin,pin,0,2.4490878075544842e-11
_702_/A2,_702_/Y,pin,pin,0,2.1785118847761353e-11
_702_/B,_702_/Y,pin,pin,0,1.810476768504543e-11
_703_/A,_703_/Y,pin,pin,0,2.8251432443449076e-11
_703_/B,_703_/Y,pin,pin,0,3.6832103339490274e-11
_703_/C,_703_/Y,pin,pin,0,3.41622459487656e-11
_704_/A1,_704_/Y,pin,pin,0,1.7033888188855428e-11
_704_/A2,_704_/Y,pin,pin,0,8.126740599911919e-12
_704_/B,_704_/Y,pin,pin,0,8.320025224328731e-12
_705_/A,_705_/Y,pin,pin,0,2.0163036171250148e-11
_705_/B,_705_/Y,pin,pin,0,7.45039013122506e-12
_706_/A1,_706_/Y,pin,pin,0,2.5100057449156665e-11
_706_/A2,_706_/Y,pin,pin,0,2.2374886665676996e-11
_706_/B,_706_/Y,pin,pin,0,1.8393656389670276e-11
_707_/A,_707_/Y,pin,pin,0,2.8265960752560382e-11
_707_/B,_707_/Y,pin,pin,0,3.6503931821751934e-11
_707_/C,_707_/Y,pin,pin,0,3.3810725053040613e-11
_708_/A1,_708_/Y,pin,pin,0,1.6973684610621653e-11
_708_/A2,_708_/Y,pin,pin,0,8.132192835796914e-12
